wadept,Keycode,Date,Hour,Label
Fort Collins,12S255,6/25/2012,1,2
Fort Collins,12S255,6/25/2012,2,4
Fort Collins,12S255,6/25/2012,3,4
Fort Collins,12S255,6/25/2012,4,4
Fort Collins,12S255,6/25/2012,5,2
Fort Collins,12S255,6/25/2012,6,2
Fort Collins,12S255,6/25/2012,7,2
Fort Collins,12S255,6/25/2012,8,2
Fort Collins,12S255,6/25/2012,9,2
Fort Collins,12S255,6/25/2012,10,2
Fort Collins,12S255,6/25/2012,11,2
Fort Collins,12S255,6/25/2012,12,2
Fort Collins,12S255,6/25/2012,13,2
Fort Collins,12S255,6/25/2012,14,2
Fort Collins,12S255,6/25/2012,15,2
Fort Collins,12S255,6/25/2012,16,2
Fort Collins,12S255,6/25/2012,17,2
Fort Collins,12S255,6/25/2012,18,2
Fort Collins,12S255,6/25/2012,19,3
Fort Collins,12S255,6/25/2012,20,4
Fort Collins,12S255,6/25/2012,21,4
Fort Collins,12S255,6/25/2012,22,4
Fort Collins,12S255,6/25/2012,23,4
Fort Collins,12S256,3/27/2012,0,4
Fort Collins,12S256,3/27/2012,1,4
Fort Collins,12S256,3/27/2012,2,4
Fort Collins,12S256,3/27/2012,3,4
Fort Collins,12S256,3/27/2012,4,4
Fort Collins,12S256,3/27/2012,5,3
Fort Collins,12S256,3/27/2012,6,2
Fort Collins,12S256,3/27/2012,7,3
Fort Collins,12S256,3/27/2012,8,4
Fort Collins,12S256,3/27/2012,9,4
Fort Collins,12S256,3/27/2012,10,3
Fort Collins,12S256,3/27/2012,11,3
Fort Collins,12S256,3/27/2012,12,3
Fort Collins,12S256,3/27/2012,13,4
Fort Collins,12S256,3/27/2012,14,3
Fort Collins,12S256,3/27/2012,15,3
Fort Collins,12S256,3/27/2012,16,4
Fort Collins,12S256,3/27/2012,17,4
Fort Collins,12S256,3/27/2012,18,3
Fort Collins,12S256,3/27/2012,19,1
Fort Collins,12S256,3/27/2012,20,1
Fort Collins,12S256,3/27/2012,21,1
Fort Collins,12S256,3/27/2012,22,4
Fort Collins,12S256,3/27/2012,23,4
Fort Collins,12S256,3/28/2012,0,1
Fort Collins,12S256,3/28/2012,1,1
Fort Collins,12S256,3/28/2012,2,4
Fort Collins,12S256,3/28/2012,3,4
Fort Collins,12S256,3/28/2012,4,4
Fort Collins,12S256,3/28/2012,5,4
Fort Collins,12S256,3/28/2012,6,4
Fort Collins,12S256,3/28/2012,7,1
Fort Collins,12S256,3/28/2012,8,1
Fort Collins,12S256,3/28/2012,9,1
Fort Collins,12S256,3/28/2012,10,4
Fort Collins,12S256,3/28/2012,11,4
Fort Collins,12S256,3/28/2012,12,1
Fort Collins,12S256,3/28/2012,13,1
Fort Collins,12S256,3/28/2012,14,1
Fort Collins,12S256,3/28/2012,15,3
Fort Collins,12S256,3/28/2012,16,1
Fort Collins,12S256,3/28/2012,17,1
Fort Collins,12S256,3/28/2012,18,1
Fort Collins,12S256,3/28/2012,19,1
Fort Collins,12S256,3/28/2012,20,1
Fort Collins,12S256,3/28/2012,21,1
Fort Collins,12S256,3/28/2012,22,1
Fort Collins,12S256,3/28/2012,23,4
Fort Collins,12S258,4/12/2012,0,1
Fort Collins,12S258,4/12/2012,1,1
Fort Collins,12S258,4/12/2012,2,1
Fort Collins,12S258,4/12/2012,3,1
Fort Collins,12S258,4/12/2012,4,1
Fort Collins,12S258,4/12/2012,5,1
Fort Collins,12S258,4/12/2012,6,4
Fort Collins,12S258,4/12/2012,7,1
Fort Collins,12S258,4/12/2012,8,1
Fort Collins,12S258,4/12/2012,9,1
Fort Collins,12S258,4/12/2012,10,1
Fort Collins,12S258,4/12/2012,11,3
Fort Collins,12S258,4/12/2012,12,4
Fort Collins,12S258,4/12/2012,13,1
Fort Collins,12S258,4/12/2012,14,1
Fort Collins,12S258,4/12/2012,15,1
Fort Collins,12S258,4/12/2012,16,1
Fort Collins,12S258,4/12/2012,17,1
Fort Collins,12S258,4/12/2012,18,1
Fort Collins,12S258,4/12/2012,19,1
Fort Collins,12S258,4/12/2012,20,1
Fort Collins,12S258,4/12/2012,21,1
Fort Collins,12S258,4/12/2012,22,1
Fort Collins,12S258,4/12/2012,23,1
Fort Collins,12S258,4/18/2012,0,4
Fort Collins,12S258,4/18/2012,1,4
Fort Collins,12S258,4/18/2012,2,4
Fort Collins,12S258,4/18/2012,3,4
Fort Collins,12S258,4/18/2012,4,4
Fort Collins,12S258,4/18/2012,5,4
Fort Collins,12S258,4/18/2012,6,4
Fort Collins,12S258,4/18/2012,7,4
Fort Collins,12S258,4/18/2012,8,4
Fort Collins,12S258,4/18/2012,9,4
Fort Collins,12S258,4/18/2012,10,4
Fort Collins,12S258,4/18/2012,11,1
Fort Collins,12S258,4/18/2012,12,1
Fort Collins,12S258,4/18/2012,13,4
Fort Collins,12S258,4/18/2012,14,4
Fort Collins,12S258,4/18/2012,15,4
Fort Collins,12S258,4/18/2012,16,1
Fort Collins,12S258,4/18/2012,17,1
Fort Collins,12S258,4/18/2012,18,3
Fort Collins,12S258,4/18/2012,19,1
Fort Collins,12S258,4/18/2012,20,1
Fort Collins,12S258,4/18/2012,21,1
Fort Collins,12S258,4/18/2012,22,1
Fort Collins,12S258,4/18/2012,23,1
Fort Collins,12S258,4/19/2012,0,1
Fort Collins,12S258,4/19/2012,1,1
Fort Collins,12S258,4/19/2012,2,1
Fort Collins,12S258,4/19/2012,3,4
Fort Collins,12S258,4/19/2012,4,1
Fort Collins,12S258,4/19/2012,5,1
Fort Collins,12S258,4/19/2012,6,4
Fort Collins,12S258,4/19/2012,7,1
Fort Collins,12S258,4/19/2012,8,1
Fort Collins,12S258,4/19/2012,9,1
Fort Collins,12S258,4/19/2012,10,1
Fort Collins,12S258,4/19/2012,11,1
Fort Collins,12S258,4/19/2012,12,1
Fort Collins,12S258,4/19/2012,13,1
Fort Collins,12S258,4/19/2012,14,1
Fort Collins,12S258,4/19/2012,15,1
Fort Collins,12S258,4/19/2012,16,1
Fort Collins,12S258,4/19/2012,17,3
Fort Collins,12S258,4/19/2012,18,4
Fort Collins,12S258,4/19/2012,19,1
Fort Collins,12S258,4/19/2012,20,1
Fort Collins,12S258,4/19/2012,21,1
Fort Collins,12S258,4/19/2012,22,1
Fort Collins,12S258,4/19/2012,23,1
Fort Collins,12S258,4/23/2012,0,3
Fort Collins,12S258,4/23/2012,1,3
Fort Collins,12S258,4/23/2012,2,3
Fort Collins,12S258,4/23/2012,3,3
Fort Collins,12S258,4/23/2012,4,3
Fort Collins,12S258,4/23/2012,5,3
Fort Collins,12S258,4/23/2012,6,2
Fort Collins,12S258,4/23/2012,7,3
Fort Collins,12S258,4/23/2012,8,3
Fort Collins,12S258,4/23/2012,9,3
Fort Collins,12S258,4/23/2012,10,3
Fort Collins,12S258,4/23/2012,11,3
Fort Collins,12S258,4/23/2012,12,3
Fort Collins,12S258,4/23/2012,13,3
Fort Collins,12S258,4/23/2012,14,3
Fort Collins,12S258,4/23/2012,15,3
Fort Collins,12S258,4/23/2012,16,3
Fort Collins,12S258,4/23/2012,17,3
Fort Collins,12S258,4/23/2012,18,3
Fort Collins,12S258,4/23/2012,19,3
Fort Collins,12S258,4/23/2012,20,1
Fort Collins,12S258,4/23/2012,21,1
Fort Collins,12S258,4/23/2012,22,1
Fort Collins,12S258,4/23/2012,23,1
Fort Collins,12S258,4/24/2012,0,4
Fort Collins,12S258,4/24/2012,1,4
Fort Collins,12S258,4/24/2012,2,4
Fort Collins,12S258,4/24/2012,3,4
Fort Collins,12S258,4/24/2012,4,4
Fort Collins,12S258,4/24/2012,5,4
Fort Collins,12S258,4/24/2012,6,4
Fort Collins,12S258,4/24/2012,7,4
Fort Collins,12S258,4/24/2012,8,3
Fort Collins,12S258,4/24/2012,9,4
Fort Collins,12S258,4/24/2012,10,4
Fort Collins,12S258,4/24/2012,11,4
Fort Collins,12S258,4/24/2012,12,4
Fort Collins,12S258,4/24/2012,13,4
Fort Collins,12S258,4/24/2012,14,4
Fort Collins,12S258,4/24/2012,15,4
Fort Collins,12S258,4/24/2012,16,4
Fort Collins,12S258,4/24/2012,17,4
Fort Collins,12S258,4/24/2012,18,4
Fort Collins,12S258,4/24/2012,19,4
Fort Collins,12S258,4/24/2012,20,4
Fort Collins,12S258,4/24/2012,21,4
Fort Collins,12S258,4/24/2012,22,4
Fort Collins,12S258,4/24/2012,23,4
Fort Collins,12S260,3/24/2012,0,2
Fort Collins,12S260,3/24/2012,1,4
Fort Collins,12S260,3/24/2012,2,4
Fort Collins,12S260,3/24/2012,3,4
Fort Collins,12S260,3/24/2012,4,4
Fort Collins,12S260,3/24/2012,5,4
Fort Collins,12S260,3/24/2012,6,4
Fort Collins,12S260,3/24/2012,7,3
Fort Collins,12S260,3/24/2012,8,3
Fort Collins,12S260,3/24/2012,9,2
Fort Collins,12S260,3/24/2012,10,2
Fort Collins,12S260,3/24/2012,11,2
Fort Collins,12S260,3/24/2012,12,2
Fort Collins,12S260,3/24/2012,13,2
Fort Collins,12S260,3/24/2012,14,2
Fort Collins,12S260,3/24/2012,15,2
Fort Collins,12S260,3/24/2012,16,2
Fort Collins,12S260,3/24/2012,17,2
Fort Collins,12S260,3/24/2012,18,2
Fort Collins,12S260,3/24/2012,19,2
Fort Collins,12S260,3/24/2012,20,1
Fort Collins,12S260,3/24/2012,21,1
Fort Collins,12S260,3/24/2012,22,4
Fort Collins,12S260,3/24/2012,23,1
Fort Collins,12S260,3/27/2012,0,4
Fort Collins,12S260,3/27/2012,1,4
Fort Collins,12S260,3/27/2012,2,4
Fort Collins,12S260,3/27/2012,3,4
Fort Collins,12S260,3/27/2012,4,4
Fort Collins,12S260,3/27/2012,5,1
Fort Collins,12S260,3/27/2012,6,4
Fort Collins,12S260,3/27/2012,7,1
Fort Collins,12S260,3/27/2012,8,1
Fort Collins,12S260,3/27/2012,9,1
Fort Collins,12S260,3/27/2012,10,1
Fort Collins,12S260,3/27/2012,11,1
Fort Collins,12S260,3/27/2012,12,1
Fort Collins,12S260,3/27/2012,13,1
Fort Collins,12S260,3/27/2012,14,1
Fort Collins,12S260,3/27/2012,15,1
Fort Collins,12S260,3/27/2012,16,3
Fort Collins,12S260,3/27/2012,17,1
Fort Collins,12S260,3/27/2012,18,1
Fort Collins,12S260,3/27/2012,19,1
Fort Collins,12S260,3/27/2012,20,4
Fort Collins,12S260,3/27/2012,21,1
Fort Collins,12S260,3/27/2012,22,1
Fort Collins,12S260,3/27/2012,23,4
Fort Collins,12S260,3/31/2012,0,1
Fort Collins,12S260,3/31/2012,1,4
Fort Collins,12S260,3/31/2012,2,4
Fort Collins,12S260,3/31/2012,3,4
Fort Collins,12S260,3/31/2012,4,4
Fort Collins,12S260,3/31/2012,5,4
Fort Collins,12S260,3/31/2012,6,4
Fort Collins,12S260,3/31/2012,7,1
Fort Collins,12S260,3/31/2012,8,1
Fort Collins,12S260,3/31/2012,9,4
Fort Collins,12S260,3/31/2012,10,1
Fort Collins,12S260,3/31/2012,11,1
Fort Collins,12S260,3/31/2012,12,1
Fort Collins,12S260,3/31/2012,13,1
Fort Collins,12S260,3/31/2012,14,1
Fort Collins,12S260,3/31/2012,15,1
Fort Collins,12S260,3/31/2012,16,1
Fort Collins,12S260,3/31/2012,17,1
Fort Collins,12S260,3/31/2012,18,3
Fort Collins,12S260,3/31/2012,19,1
Fort Collins,12S260,3/31/2012,20,1
Fort Collins,12S260,3/31/2012,21,1
Fort Collins,12S260,3/31/2012,22,1
Fort Collins,12S260,3/31/2012,23,1
Fort Collins,12S260,4/4/2012,0,4
Fort Collins,12S260,4/4/2012,1,4
Fort Collins,12S260,4/4/2012,2,4
Fort Collins,12S260,4/4/2012,3,4
Fort Collins,12S260,4/4/2012,4,4
Fort Collins,12S260,4/4/2012,5,4
Fort Collins,12S260,4/4/2012,6,2
Fort Collins,12S260,4/4/2012,7,3
Fort Collins,12S260,4/4/2012,8,3
Fort Collins,12S260,4/4/2012,9,3
Fort Collins,12S260,4/4/2012,10,3
Fort Collins,12S260,4/4/2012,11,3
Fort Collins,12S260,4/4/2012,12,3
Fort Collins,12S260,4/4/2012,13,3
Fort Collins,12S260,4/4/2012,14,3
Fort Collins,12S260,4/4/2012,15,3
Fort Collins,12S260,4/4/2012,16,3
Fort Collins,12S260,4/4/2012,17,3
Fort Collins,12S260,4/4/2012,18,1
Fort Collins,12S260,4/4/2012,19,1
Fort Collins,12S260,4/4/2012,20,1
Fort Collins,12S260,4/4/2012,21,1
Fort Collins,12S260,4/4/2012,22,1
Fort Collins,12S260,4/4/2012,23,4
Fort Collins,12S260,4/5/2012,0,4
Fort Collins,12S260,4/5/2012,1,4
Fort Collins,12S260,4/5/2012,2,4
Fort Collins,12S260,4/5/2012,3,4
Fort Collins,12S260,4/5/2012,4,4
Fort Collins,12S260,4/5/2012,5,3
Fort Collins,12S260,4/5/2012,6,2
Fort Collins,12S260,4/5/2012,7,3
Fort Collins,12S260,4/5/2012,8,4
Fort Collins,12S260,4/5/2012,9,2
Fort Collins,12S260,4/5/2012,10,2
Fort Collins,12S260,4/5/2012,11,2
Fort Collins,12S260,4/5/2012,12,2
Fort Collins,12S260,4/5/2012,13,4
Fort Collins,12S260,4/5/2012,14,2
Fort Collins,12S260,4/5/2012,15,2
Fort Collins,12S260,4/5/2012,16,4
Fort Collins,12S260,4/5/2012,17,3
Fort Collins,12S260,4/5/2012,18,2
Fort Collins,12S260,4/5/2012,19,1
Fort Collins,12S260,4/5/2012,20,4
Fort Collins,12S260,4/5/2012,21,4
Fort Collins,12S260,4/5/2012,22,4
Fort Collins,12S260,4/5/2012,23,4
Fort Collins,12S261,4/8/2012,0,1
Fort Collins,12S261,4/8/2012,1,4
Fort Collins,12S261,4/8/2012,2,1
Fort Collins,12S261,4/8/2012,3,1
Fort Collins,12S261,4/8/2012,4,4
Fort Collins,12S261,4/8/2012,5,4
Fort Collins,12S261,4/8/2012,6,4
Fort Collins,12S261,4/8/2012,7,1
Fort Collins,12S261,4/8/2012,8,1
Fort Collins,12S261,4/8/2012,9,1
Fort Collins,12S261,4/8/2012,10,1
Fort Collins,12S261,4/8/2012,11,1
Fort Collins,12S261,4/8/2012,12,4
Fort Collins,12S261,4/8/2012,13,4
Fort Collins,12S261,4/8/2012,14,3
Fort Collins,12S261,4/8/2012,15,1
Fort Collins,12S261,4/8/2012,16,1
Fort Collins,12S261,4/8/2012,17,1
Fort Collins,12S261,4/8/2012,18,1
Fort Collins,12S261,4/8/2012,19,1
Fort Collins,12S261,4/8/2012,20,1
Fort Collins,12S261,4/8/2012,21,1
Fort Collins,12S261,4/8/2012,22,1
Fort Collins,12S261,4/8/2012,23,1
Fort Collins,12S263,3/25/2012,0,4
Fort Collins,12S263,3/25/2012,1,4
Fort Collins,12S263,3/25/2012,2,4
Fort Collins,12S263,3/25/2012,3,4
Fort Collins,12S263,3/25/2012,4,1
Fort Collins,12S263,3/25/2012,5,1
Fort Collins,12S263,3/25/2012,6,4
Fort Collins,12S263,3/25/2012,7,1
Fort Collins,12S263,3/25/2012,8,1
Fort Collins,12S263,3/25/2012,9,1
Fort Collins,12S263,3/25/2012,10,1
Fort Collins,12S263,3/25/2012,11,3
Fort Collins,12S263,3/25/2012,12,4
Fort Collins,12S263,3/25/2012,13,1
Fort Collins,12S263,3/25/2012,14,4
Fort Collins,12S263,3/25/2012,15,4
Fort Collins,12S263,3/25/2012,16,4
Fort Collins,12S263,3/25/2012,17,1
Fort Collins,12S263,3/25/2012,18,1
Fort Collins,12S263,3/25/2012,19,1
Fort Collins,12S263,3/25/2012,20,1
Fort Collins,12S263,3/25/2012,21,1
Fort Collins,12S263,3/25/2012,22,1
Fort Collins,12S263,3/25/2012,23,1
Fort Collins,12S263,3/31/2012,0,1
Fort Collins,12S263,3/31/2012,1,1
Fort Collins,12S263,3/31/2012,2,1
Fort Collins,12S263,3/31/2012,3,1
Fort Collins,12S263,3/31/2012,4,1
Fort Collins,12S263,3/31/2012,5,1
Fort Collins,12S263,3/31/2012,6,4
Fort Collins,12S263,3/31/2012,7,1
Fort Collins,12S263,3/31/2012,8,1
Fort Collins,12S263,3/31/2012,9,1
Fort Collins,12S263,3/31/2012,10,1
Fort Collins,12S263,3/31/2012,11,1
Fort Collins,12S263,3/31/2012,12,1
Fort Collins,12S263,3/31/2012,13,1
Fort Collins,12S263,3/31/2012,14,3
Fort Collins,12S263,3/31/2012,15,1
Fort Collins,12S263,3/31/2012,16,1
Fort Collins,12S263,3/31/2012,17,1
Fort Collins,12S263,3/31/2012,18,1
Fort Collins,12S263,3/31/2012,19,1
Fort Collins,12S263,3/31/2012,20,1
Fort Collins,12S263,3/31/2012,21,1
Fort Collins,12S263,3/31/2012,22,1
Fort Collins,12S263,3/31/2012,23,1
Fort Collins,12S263,4/1/2012,0,1
Fort Collins,12S263,4/1/2012,1,1
Fort Collins,12S263,4/1/2012,2,1
Fort Collins,12S263,4/1/2012,3,1
Fort Collins,12S263,4/1/2012,4,1
Fort Collins,12S263,4/1/2012,5,1
Fort Collins,12S263,4/1/2012,6,4
Fort Collins,12S263,4/1/2012,7,1
Fort Collins,12S263,4/1/2012,8,1
Fort Collins,12S263,4/1/2012,9,1
Fort Collins,12S263,4/1/2012,10,1
Fort Collins,12S263,4/1/2012,11,1
Fort Collins,12S263,4/1/2012,12,1
Fort Collins,12S263,4/1/2012,13,1
Fort Collins,12S263,4/1/2012,14,1
Fort Collins,12S263,4/1/2012,15,1
Fort Collins,12S263,4/1/2012,16,1
Fort Collins,12S263,4/1/2012,17,1
Fort Collins,12S263,4/1/2012,18,1
Fort Collins,12S263,4/1/2012,19,3
Fort Collins,12S263,4/1/2012,20,1
Fort Collins,12S263,4/1/2012,21,1
Fort Collins,12S263,4/1/2012,22,1
Fort Collins,12S263,4/1/2012,23,1
Fort Collins,12S268,3/26/2012,0,4
Fort Collins,12S268,3/26/2012,1,4
Fort Collins,12S268,3/26/2012,2,4
Fort Collins,12S268,3/26/2012,3,4
Fort Collins,12S268,3/26/2012,4,4
Fort Collins,12S268,3/26/2012,5,4
Fort Collins,12S268,3/26/2012,6,4
Fort Collins,12S268,3/26/2012,7,4
Fort Collins,12S268,3/26/2012,8,4
Fort Collins,12S268,3/26/2012,9,4
Fort Collins,12S268,3/26/2012,10,4
Fort Collins,12S268,3/26/2012,11,4
Fort Collins,12S268,3/26/2012,12,4
Fort Collins,12S268,3/26/2012,13,4
Fort Collins,12S268,3/26/2012,14,4
Fort Collins,12S268,3/26/2012,15,4
Fort Collins,12S268,3/26/2012,16,4
Fort Collins,12S268,3/26/2012,17,4
Fort Collins,12S268,3/26/2012,18,4
Fort Collins,12S268,3/26/2012,19,4
Fort Collins,12S268,3/26/2012,20,3
Fort Collins,12S268,3/26/2012,21,4
Fort Collins,12S268,3/26/2012,22,4
Fort Collins,12S268,3/26/2012,23,4
Fort Collins,12S268,3/27/2012,0,4
Fort Collins,12S268,3/27/2012,1,4
Fort Collins,12S268,3/27/2012,2,4
Fort Collins,12S268,3/27/2012,3,4
Fort Collins,12S268,3/27/2012,4,4
Fort Collins,12S268,3/27/2012,5,4
Fort Collins,12S268,3/27/2012,6,4
Fort Collins,12S268,3/27/2012,7,4
Fort Collins,12S268,3/27/2012,8,4
Fort Collins,12S268,3/27/2012,9,4
Fort Collins,12S268,3/27/2012,10,4
Fort Collins,12S268,3/27/2012,11,4
Fort Collins,12S268,3/27/2012,12,4
Fort Collins,12S268,3/27/2012,13,4
Fort Collins,12S268,3/27/2012,14,4
Fort Collins,12S268,3/27/2012,15,4
Fort Collins,12S268,3/27/2012,16,4
Fort Collins,12S268,3/27/2012,17,4
Fort Collins,12S268,3/27/2012,18,4
Fort Collins,12S268,3/27/2012,19,4
Fort Collins,12S268,3/27/2012,20,3
Fort Collins,12S268,3/27/2012,21,4
Fort Collins,12S268,3/27/2012,22,4
Fort Collins,12S268,3/27/2012,23,4
Fort Collins,12S268,3/28/2012,0,4
Fort Collins,12S268,3/28/2012,1,4
Fort Collins,12S268,3/28/2012,2,4
Fort Collins,12S268,3/28/2012,3,4
Fort Collins,12S268,3/28/2012,4,4
Fort Collins,12S268,3/28/2012,5,4
Fort Collins,12S268,3/28/2012,6,4
Fort Collins,12S268,3/28/2012,7,4
Fort Collins,12S268,3/28/2012,8,4
Fort Collins,12S268,3/28/2012,9,4
Fort Collins,12S268,3/28/2012,10,4
Fort Collins,12S268,3/28/2012,11,4
Fort Collins,12S268,3/28/2012,12,4
Fort Collins,12S268,3/28/2012,13,4
Fort Collins,12S268,3/28/2012,14,4
Fort Collins,12S268,3/28/2012,15,4
Fort Collins,12S268,3/28/2012,16,4
Fort Collins,12S268,3/28/2012,17,4
Fort Collins,12S268,3/28/2012,18,4
Fort Collins,12S268,3/28/2012,19,4
Fort Collins,12S268,3/28/2012,20,3
Fort Collins,12S268,3/28/2012,21,4
Fort Collins,12S268,3/28/2012,22,4
Fort Collins,12S268,3/28/2012,23,4
Fort Collins,12S268,3/29/2012,0,1
Fort Collins,12S268,3/29/2012,1,1
Fort Collins,12S268,3/29/2012,2,4
Fort Collins,12S268,3/29/2012,3,4
Fort Collins,12S268,3/29/2012,4,4
Fort Collins,12S268,3/29/2012,5,1
Fort Collins,12S268,3/29/2012,6,4
Fort Collins,12S268,3/29/2012,7,1
Fort Collins,12S268,3/29/2012,8,1
Fort Collins,12S268,3/29/2012,9,1
Fort Collins,12S268,3/29/2012,10,4
Fort Collins,12S268,3/29/2012,11,4
Fort Collins,12S268,3/29/2012,12,4
Fort Collins,12S268,3/29/2012,13,4
Fort Collins,12S268,3/29/2012,14,1
Fort Collins,12S268,3/29/2012,15,3
Fort Collins,12S268,3/29/2012,16,1
Fort Collins,12S268,3/29/2012,17,1
Fort Collins,12S268,3/29/2012,18,4
Fort Collins,12S268,3/29/2012,19,1
Fort Collins,12S268,3/29/2012,20,1
Fort Collins,12S268,3/29/2012,21,1
Fort Collins,12S268,3/29/2012,22,4
Fort Collins,12S268,3/29/2012,23,4
Fort Collins,12S268,3/30/2012,0,4
Fort Collins,12S268,3/30/2012,1,1
Fort Collins,12S268,3/30/2012,2,4
Fort Collins,12S268,3/30/2012,3,4
Fort Collins,12S268,3/30/2012,4,4
Fort Collins,12S268,3/30/2012,5,4
Fort Collins,12S268,3/30/2012,6,4
Fort Collins,12S268,3/30/2012,7,1
Fort Collins,12S268,3/30/2012,8,1
Fort Collins,12S268,3/30/2012,9,4
Fort Collins,12S268,3/30/2012,10,4
Fort Collins,12S268,3/30/2012,11,1
Fort Collins,12S268,3/30/2012,12,1
Fort Collins,12S268,3/30/2012,13,1
Fort Collins,12S268,3/30/2012,14,1
Fort Collins,12S268,3/30/2012,15,1
Fort Collins,12S268,3/30/2012,16,4
Fort Collins,12S268,3/30/2012,17,1
Fort Collins,12S268,3/30/2012,18,1
Fort Collins,12S268,3/30/2012,19,1
Fort Collins,12S268,3/30/2012,20,3
Fort Collins,12S268,3/30/2012,21,1
Fort Collins,12S268,3/30/2012,22,4
Fort Collins,12S268,3/30/2012,23,4
Fort Collins,12S268,3/31/2012,0,4
Fort Collins,12S268,3/31/2012,1,1
Fort Collins,12S268,3/31/2012,2,1
Fort Collins,12S268,3/31/2012,3,4
Fort Collins,12S268,3/31/2012,4,4
Fort Collins,12S268,3/31/2012,5,4
Fort Collins,12S268,3/31/2012,6,4
Fort Collins,12S268,3/31/2012,7,4
Fort Collins,12S268,3/31/2012,8,1
Fort Collins,12S268,3/31/2012,9,1
Fort Collins,12S268,3/31/2012,10,1
Fort Collins,12S268,3/31/2012,11,1
Fort Collins,12S268,3/31/2012,12,1
Fort Collins,12S268,3/31/2012,13,4
Fort Collins,12S268,3/31/2012,14,1
Fort Collins,12S268,3/31/2012,15,1
Fort Collins,12S268,3/31/2012,16,1
Fort Collins,12S268,3/31/2012,17,1
Fort Collins,12S268,3/31/2012,18,1
Fort Collins,12S268,3/31/2012,19,3
Fort Collins,12S268,3/31/2012,20,1
Fort Collins,12S268,3/31/2012,21,1
Fort Collins,12S268,3/31/2012,22,4
Fort Collins,12S268,3/31/2012,23,1
Fort Collins,12S268,4/1/2012,0,4
Fort Collins,12S268,4/1/2012,1,1
Fort Collins,12S268,4/1/2012,2,4
Fort Collins,12S268,4/1/2012,3,4
Fort Collins,12S268,4/1/2012,4,4
Fort Collins,12S268,4/1/2012,5,4
Fort Collins,12S268,4/1/2012,6,4
Fort Collins,12S268,4/1/2012,7,1
Fort Collins,12S268,4/1/2012,8,1
Fort Collins,12S268,4/1/2012,9,4
Fort Collins,12S268,4/1/2012,10,4
Fort Collins,12S268,4/1/2012,11,4
Fort Collins,12S268,4/1/2012,12,4
Fort Collins,12S268,4/1/2012,13,4
Fort Collins,12S268,4/1/2012,14,4
Fort Collins,12S268,4/1/2012,15,4
Fort Collins,12S268,4/1/2012,16,4
Fort Collins,12S268,4/1/2012,17,4
Fort Collins,12S268,4/1/2012,18,4
Fort Collins,12S268,4/1/2012,19,4
Fort Collins,12S268,4/1/2012,20,3
Fort Collins,12S268,4/1/2012,21,4
Fort Collins,12S268,4/1/2012,22,4
Fort Collins,12S268,4/1/2012,23,4
Fort Collins,12S268,4/2/2012,0,4
Fort Collins,12S268,4/2/2012,1,4
Fort Collins,12S268,4/2/2012,2,4
Fort Collins,12S268,4/2/2012,3,4
Fort Collins,12S268,4/2/2012,4,4
Fort Collins,12S268,4/2/2012,5,4
Fort Collins,12S268,4/2/2012,6,4
Fort Collins,12S268,4/2/2012,7,4
Fort Collins,12S268,4/2/2012,8,4
Fort Collins,12S268,4/2/2012,9,4
Fort Collins,12S268,4/2/2012,10,4
Fort Collins,12S268,4/2/2012,11,4
Fort Collins,12S268,4/2/2012,12,4
Fort Collins,12S268,4/2/2012,13,4
Fort Collins,12S268,4/2/2012,14,4
Fort Collins,12S268,4/2/2012,15,4
Fort Collins,12S268,4/2/2012,16,4
Fort Collins,12S268,4/2/2012,17,4
Fort Collins,12S268,4/2/2012,18,4
Fort Collins,12S268,4/2/2012,19,4
Fort Collins,12S268,4/2/2012,20,3
Fort Collins,12S268,4/2/2012,21,4
Fort Collins,12S268,4/2/2012,22,4
Fort Collins,12S268,4/2/2012,23,4
Fort Collins,12S268,4/4/2012,0,4
Fort Collins,12S268,4/4/2012,1,4
Fort Collins,12S268,4/4/2012,2,4
Fort Collins,12S268,4/4/2012,3,4
Fort Collins,12S268,4/4/2012,4,4
Fort Collins,12S268,4/4/2012,5,1
Fort Collins,12S268,4/4/2012,6,4
Fort Collins,12S268,4/4/2012,7,1
Fort Collins,12S268,4/4/2012,8,1
Fort Collins,12S268,4/4/2012,9,4
Fort Collins,12S268,4/4/2012,10,4
Fort Collins,12S268,4/4/2012,11,4
Fort Collins,12S268,4/4/2012,12,4
Fort Collins,12S268,4/4/2012,13,4
Fort Collins,12S268,4/4/2012,14,4
Fort Collins,12S268,4/4/2012,15,4
Fort Collins,12S268,4/4/2012,16,4
Fort Collins,12S268,4/4/2012,17,4
Fort Collins,12S268,4/4/2012,18,4
Fort Collins,12S268,4/4/2012,19,4
Fort Collins,12S268,4/4/2012,20,3
Fort Collins,12S268,4/4/2012,21,4
Fort Collins,12S268,4/4/2012,22,4
Fort Collins,12S268,4/4/2012,23,4
Fort Collins,12S268,4/5/2012,0,1
Fort Collins,12S268,4/5/2012,1,4
Fort Collins,12S268,4/5/2012,2,4
Fort Collins,12S268,4/5/2012,3,4
Fort Collins,12S268,4/5/2012,4,4
Fort Collins,12S268,4/5/2012,5,1
Fort Collins,12S268,4/5/2012,6,4
Fort Collins,12S268,4/5/2012,7,1
Fort Collins,12S268,4/5/2012,8,4
Fort Collins,12S268,4/5/2012,9,4
Fort Collins,12S268,4/5/2012,10,4
Fort Collins,12S268,4/5/2012,11,4
